epoch,train_loss,train_acc,test_acc,test_loss
1,4.605200183205173,1.05e-2,8.75e-3,4.60519097744061
2,4.6051842523423945,9.0e-3,9.0e-3,4.605185067126235
3,4.605215224959336,9.833333333333333e-3,8.25e-3,4.605180980773436
4,4.605178340851317,9.166666666666667e-3,9.25e-3,4.605176350214124
5,4.605179194654794,9.5e-3,1.0e-2,4.60517213962157
